production_id,shipment_batch_id,company_id,company_name,label_code,season,gender,fabric,garment_type,color,garment_units,production_start_date,production_complete_date,production_due_date,production_duration_days,due_buffer_days,is_late,line_or_machine,risk_stage,scenario_tag
PRD-00283,SHP-202505-02,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,46810,2025-04-23,2025-05-08,2025-05-15,15,7,N,fabric-line-2,normal,supply_crack
PRD-00284,SHP-202505-02,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,46810,2025-04-29,2025-05-06,2025-05-15,7,9,N,label-line-3,normal,supply_crack
PRD-00285,SHP-202505-02,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,46810,2025-04-27,2025-05-06,2025-05-15,9,9,N,zipper-line-4,normal,supply_crack
PRD-00286,SHP-202505-03,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,36700,2025-04-26,2025-05-10,2025-05-23,14,13,N,fabric-line-5,normal,supply_crack
PRD-00287,SHP-202505-03,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,36700,2025-05-04,2025-05-11,2025-05-23,7,12,N,label-line-6,normal,supply_crack
PRD-00288,SHP-202505-03,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,36700,2025-05-01,2025-05-12,2025-05-23,11,11,N,zipper-line-1,normal,supply_crack
PRD-00289,SHP-202505-04,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37361,2025-04-30,2025-05-15,2025-05-28,15,13,N,fabric-line-2,normal,supply_crack
PRD-00290,SHP-202505-04,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37361,2025-05-12,2025-05-20,2025-05-28,8,8,N,label-line-3,normal,supply_crack
PRD-00291,SHP-202505-04,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37361,2025-05-05,2025-05-15,2025-05-28,10,13,N,zipper-line-4,normal,supply_crack
PRD-00292,SHP-202506-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43517,2025-05-15,2025-05-28,2025-06-08,13,11,N,fabric-line-5,normal,supply_crack
PRD-00293,SHP-202506-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43517,2025-05-17,2025-05-24,2025-06-08,7,15,N,label-line-6,normal,supply_crack
PRD-00294,SHP-202506-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43517,2025-05-16,2025-05-24,2025-06-08,8,15,N,zipper-line-1,normal,supply_crack
PRD-00295,SHP-202506-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35955,2025-05-21,2025-06-05,2025-06-18,15,13,N,fabric-line-2,normal,supply_crack
PRD-00296,SHP-202506-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35955,2025-05-29,2025-06-06,2025-06-18,8,12,N,label-line-3,normal,supply_crack
PRD-00297,SHP-202506-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35955,2025-06-02,2025-06-10,2025-06-18,8,8,N,zipper-line-4,normal,supply_crack
PRD-00298,SHP-202506-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37437,2025-06-03,2025-06-18,2025-06-27,15,9,N,fabric-line-5,normal,supply_crack
PRD-00299,SHP-202506-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37437,2025-06-03,2025-06-11,2025-06-27,8,16,N,label-line-6,normal,supply_crack
PRD-00300,SHP-202506-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37437,2025-06-05,2025-06-13,2025-06-27,8,14,N,zipper-line-1,normal,supply_crack
PRD-00301,SHP-202507-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,46321,2025-06-13,2025-06-29,2025-07-08,16,9,N,fabric-line-2,normal,supply_crack
PRD-00302,SHP-202507-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,46321,2025-06-18,2025-06-25,2025-07-08,7,13,N,label-line-3,normal,supply_crack
PRD-00303,SHP-202507-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,46321,2025-06-14,2025-06-24,2025-07-08,10,14,N,zipper-line-4,normal,supply_crack
PRD-00304,SHP-202507-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,41038,2025-06-22,2025-07-08,2025-07-18,16,10,N,fabric-line-5,normal,supply_crack
PRD-00305,SHP-202507-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,41038,2025-07-01,2025-07-07,2025-07-18,6,11,N,label-line-6,normal,supply_crack
PRD-00306,SHP-202507-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,41038,2025-07-02,2025-07-11,2025-07-18,9,7,N,zipper-line-1,normal,supply_crack
PRD-00307,SHP-202507-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,44494,2025-07-01,2025-07-17,2025-07-27,16,10,N,fabric-line-2,normal,supply_crack
PRD-00308,SHP-202507-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,44494,2025-07-13,2025-07-19,2025-07-27,6,8,N,label-line-3,normal,supply_crack
PRD-00309,SHP-202507-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,44494,2025-07-09,2025-07-19,2025-07-27,10,8,N,zipper-line-4,normal,supply_crack
PRD-00310,SHP-202508-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30020,2025-07-16,2025-07-30,2025-08-07,14,8,N,fabric-line-5,normal,supply_crack
PRD-00311,SHP-202508-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30020,2025-07-14,2025-07-22,2025-08-07,8,16,N,label-line-6,normal,supply_crack
PRD-00312,SHP-202508-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30020,2025-07-12,2025-07-23,2025-08-07,11,15,N,zipper-line-1,normal,supply_crack
PRD-00313,SHP-202508-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,36949,2025-07-20,2025-08-04,2025-08-15,15,11,N,fabric-line-2,normal,supply_crack
PRD-00314,SHP-202508-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,36949,2025-07-22,2025-07-31,2025-08-15,9,15,N,label-line-3,normal,supply_crack
PRD-00315,SHP-202508-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,36949,2025-07-23,2025-08-03,2025-08-15,11,12,N,zipper-line-4,normal,supply_crack
PRD-00316,SHP-202508-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,30904,2025-07-30,2025-08-14,2025-08-23,15,9,N,fabric-line-5,normal,supply_crack
PRD-00317,SHP-202508-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,30904,2025-07-30,2025-08-08,2025-08-23,9,15,N,label-line-6,normal,supply_crack
PRD-00318,SHP-202508-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,30904,2025-08-07,2025-08-16,2025-08-23,9,7,N,zipper-line-1,normal,supply_crack
PRD-00319,SHP-202508-04,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39186,2025-08-02,2025-08-17,2025-08-28,15,11,N,fabric-line-2,normal,supply_crack
PRD-00320,SHP-202508-04,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39186,2025-08-10,2025-08-16,2025-08-28,6,12,N,label-line-3,normal,supply_crack
PRD-00321,SHP-202508-04,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39186,2025-08-11,2025-08-19,2025-08-28,8,9,N,zipper-line-4,normal,supply_crack
PRD-00322,SHP-202509-01,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,33900,2025-08-13,2025-08-28,2025-09-08,15,11,N,fabric-line-5,normal,supply_crack
PRD-00323,SHP-202509-01,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,33900,2025-08-22,2025-08-28,2025-09-08,6,11,N,label-line-6,normal,supply_crack
PRD-00324,SHP-202509-01,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,33900,2025-08-18,2025-08-27,2025-09-08,9,12,N,zipper-line-1,normal,supply_crack
PRD-00325,SHP-202509-02,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39090,2025-08-23,2025-09-07,2025-09-18,15,11,N,fabric-line-2,normal,supply_crack
PRD-00326,SHP-202509-02,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39090,2025-08-26,2025-09-03,2025-09-18,8,15,N,label-line-3,normal,supply_crack
PRD-00327,SHP-202509-02,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39090,2025-09-03,2025-09-11,2025-09-18,8,7,N,zipper-line-4,normal,supply_crack
PRD-00328,SHP-202509-03,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,31983,2025-08-29,2025-09-11,2025-09-27,13,16,N,fabric-line-5,normal,supply_crack
PRD-00329,SHP-202509-03,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,31983,2025-09-04,2025-09-12,2025-09-27,8,15,N,label-line-6,normal,supply_crack
PRD-00330,SHP-202509-03,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,31983,2025-09-07,2025-09-16,2025-09-27,9,11,N,zipper-line-1,normal,supply_crack
PRD-00331,SHP-202510-01,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42467,2025-09-06,2025-09-22,2025-10-08,16,16,N,fabric-line-2,normal,supply_crack
PRD-00332,SHP-202510-01,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42467,2025-09-24,2025-10-01,2025-10-08,7,7,N,label-line-3,normal,supply_crack
PRD-00333,SHP-202510-01,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42467,2025-09-14,2025-09-22,2025-10-08,8,16,N,zipper-line-4,normal,supply_crack
PRD-00334,SHP-202510-02,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,39386,2025-09-19,2025-10-03,2025-10-18,14,15,N,fabric-line-5,normal,supply_crack
PRD-00335,SHP-202510-02,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,39386,2025-09-27,2025-10-05,2025-10-18,8,13,N,label-line-6,normal,supply_crack
PRD-00336,SHP-202510-02,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,39386,2025-09-27,2025-10-05,2025-10-18,8,13,N,zipper-line-1,normal,supply_crack
PRD-00337,SHP-202510-03,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41739,2025-09-29,2025-10-14,2025-10-27,15,13,N,fabric-line-2,normal,supply_crack
PRD-00338,SHP-202510-03,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41739,2025-10-13,2025-10-20,2025-10-27,7,7,N,label-line-3,normal,supply_crack
PRD-00339,SHP-202510-03,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41739,2025-10-10,2025-10-20,2025-10-27,10,7,N,zipper-line-4,normal,supply_crack
PRD-00340,SHP-202511-01,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,40824,2025-10-14,2025-10-27,2025-11-07,13,11,N,fabric-line-5,normal,supply_crack
PRD-00341,SHP-202511-01,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,40824,2025-10-18,2025-10-26,2025-11-07,8,12,N,label-line-6,normal,supply_crack
PRD-00342,SHP-202511-01,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,40824,2025-10-18,2025-10-27,2025-11-07,9,11,N,zipper-line-1,normal,supply_crack
PRD-00343,SHP-202511-02,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37002,2025-10-24,2025-11-08,2025-11-15,15,7,N,fabric-line-2,normal,supply_crack
PRD-00344,SHP-202511-02,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37002,2025-10-25,2025-10-31,2025-11-15,6,15,N,label-line-3,normal,supply_crack
PRD-00345,SHP-202511-02,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37002,2025-10-24,2025-11-02,2025-11-15,9,13,N,zipper-line-4,normal,supply_crack
PRD-00346,SHP-202511-03,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,35553,2025-10-26,2025-11-10,2025-11-23,15,13,N,fabric-line-5,normal,supply_crack
PRD-00347,SHP-202511-03,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,35553,2025-11-07,2025-11-16,2025-11-23,9,7,N,label-line-6,normal,supply_crack
PRD-00348,SHP-202511-03,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,35553,2025-10-31,2025-11-09,2025-11-23,9,14,N,zipper-line-1,normal,supply_crack
PRD-00349,SHP-202511-04,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43567,2025-11-06,2025-11-21,2025-11-28,15,7,N,fabric-line-2,normal,supply_crack
PRD-00350,SHP-202511-04,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43567,2025-11-14,2025-11-21,2025-11-28,7,7,N,label-line-3,normal,supply_crack
PRD-00351,SHP-202511-04,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43567,2025-11-10,2025-11-18,2025-11-28,8,10,N,zipper-line-4,normal,supply_crack
PRD-00352,SHP-202512-01,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37337,2025-11-12,2025-11-25,2025-12-08,13,13,N,fabric-line-5,normal,supply_crack
PRD-00353,SHP-202512-01,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37337,2025-11-22,2025-11-30,2025-12-08,8,8,N,label-line-6,normal,supply_crack
PRD-00354,SHP-202512-01,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37337,2025-11-21,2025-11-30,2025-12-08,9,8,N,zipper-line-1,normal,supply_crack
PRD-00355,SHP-202512-02,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43329,2025-11-26,2025-12-09,2025-12-18,13,9,N,fabric-line-2,normal,supply_crack
PRD-00356,SHP-202512-02,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43329,2025-12-01,2025-12-08,2025-12-18,7,10,N,label-line-3,normal,supply_crack
PRD-00357,SHP-202512-02,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43329,2025-11-24,2025-12-02,2025-12-18,8,16,N,zipper-line-4,normal,supply_crack
PRD-00358,SHP-202512-03,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,34292,2025-12-02,2025-12-18,2025-12-27,16,9,N,fabric-line-5,normal,supply_crack
PRD-00359,SHP-202512-03,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,34292,2025-12-09,2025-12-17,2025-12-27,8,10,N,label-line-6,normal,supply_crack
PRD-00360,SHP-202512-03,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,34292,2025-12-10,2025-12-18,2025-12-27,8,9,N,zipper-line-1,normal,supply_crack
PRD-00361,SHP-202601-01,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,26157,2025-12-20,2026-01-06,2026-01-08,17,2,N,fabric-line-2,tight,supply_and_production_break
PRD-00362,SHP-202601-01,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,26157,2025-12-27,2026-01-07,2026-01-08,11,1,N,label-line-3,tight,supply_and_production_break
PRD-00363,SHP-202601-01,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,26157,2025-12-23,2026-01-04,2026-01-08,12,4,N,zipper-line-4,tight,supply_and_production_break
PRD-00364,SHP-202601-02,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,31613,2025-12-28,2026-01-16,2026-01-18,19,2,N,fabric-line-5,tight,supply_and_production_break
PRD-00365,SHP-202601-02,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,31613,2026-01-04,2026-01-16,2026-01-18,12,2,N,label-line-6,tight,supply_and_production_break
PRD-00366,SHP-202601-02,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,31613,2026-01-03,2026-01-17,2026-01-18,14,1,N,zipper-line-1,tight,supply_and_production_break
PRD-00367,SHP-202601-03,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,31997,2026-01-06,2026-01-25,2026-01-27,19,2,N,fabric-line-2,tight,supply_and_production_break
PRD-00368,SHP-202601-03,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,31997,2026-01-12,2026-01-22,2026-01-27,10,5,N,label-line-3,tight,supply_and_production_break
PRD-00369,SHP-202601-03,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,31997,2026-01-07,2026-01-21,2026-01-27,14,6,N,zipper-line-4,normal,supply_and_production_break
PRD-00370,SHP-202602-01,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,29097,2026-01-15,2026-02-03,2026-02-07,19,4,N,fabric-line-5,tight,supply_and_production_break
PRD-00371,SHP-202602-01,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,29097,2026-01-25,2026-02-06,2026-02-07,12,1,N,label-line-6,tight,supply_and_production_break
PRD-00372,SHP-202602-01,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,29097,2026-01-20,2026-02-01,2026-02-07,12,6,N,zipper-line-1,normal,supply_and_production_break
PRD-00373,SHP-202602-02,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,26824,2026-01-28,2026-02-15,2026-02-15,18,0,N,fabric-line-2,tight,supply_and_production_break
PRD-00374,SHP-202602-02,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,26824,2026-01-30,2026-02-09,2026-02-15,10,6,N,label-line-3,normal,supply_and_production_break
PRD-00375,SHP-202602-02,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,26824,2026-02-03,2026-02-15,2026-02-15,12,0,N,zipper-line-4,tight,supply_and_production_break
PRD-00376,SHP-202602-03,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29956,2026-02-05,2026-02-24,2026-02-23,19,-1,Y,fabric-line-5,late,supply_and_production_break
PRD-00377,SHP-202602-03,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29956,2026-02-11,2026-02-20,2026-02-23,9,3,N,label-line-6,tight,supply_and_production_break
PRD-00378,SHP-202602-03,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29956,2026-02-05,2026-02-17,2026-02-23,12,6,N,zipper-line-1,normal,supply_and_production_break
PRD-00379,SHP-202602-04,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27179,2026-02-11,2026-03-01,2026-02-28,18,-1,Y,fabric-line-2,late,supply_and_production_break
PRD-00380,SHP-202602-04,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27179,2026-02-15,2026-02-25,2026-02-28,10,3,N,label-line-3,tight,supply_and_production_break
PRD-00381,SHP-202602-04,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27179,2026-02-12,2026-02-26,2026-02-28,14,2,N,zipper-line-4,tight,supply_and_production_break
PRD-00382,SHP-202603-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,30129,2026-02-17,2026-03-07,2026-03-08,18,1,N,fabric-line-5,tight,supply_and_production_break
PRD-00383,SHP-202603-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,30129,2026-02-23,2026-03-04,2026-03-08,9,4,N,label-line-6,tight,supply_and_production_break
PRD-00384,SHP-202603-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,30129,2026-02-20,2026-03-03,2026-03-08,11,5,N,zipper-line-1,tight,supply_and_production_break
PRD-00385,SHP-202603-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,36238,2026-02-24,2026-03-13,2026-03-18,17,5,N,fabric-line-2,tight,supply_and_production_break
PRD-00386,SHP-202603-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,36238,2026-02-27,2026-03-11,2026-03-18,12,7,N,label-line-3,normal,supply_and_production_break
PRD-00387,SHP-202603-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,36238,2026-03-05,2026-03-19,2026-03-18,14,-1,Y,zipper-line-4,late,supply_and_production_break
PRD-00388,SHP-202603-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,31715,2026-03-08,2026-03-27,2026-03-27,19,0,N,fabric-line-5,tight,supply_and_production_break
PRD-00389,SHP-202603-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,31715,2026-03-15,2026-03-26,2026-03-27,11,1,N,label-line-6,tight,supply_and_production_break
PRD-00390,SHP-202603-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,31715,2026-03-14,2026-03-28,2026-03-27,14,-1,Y,zipper-line-1,late,supply_and_production_break
PRD-00391,SHP-202604-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,32857,2026-03-17,2026-04-05,2026-04-08,19,3,N,fabric-line-2,tight,supply_and_production_break
PRD-00392,SHP-202604-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,32857,2026-03-26,2026-04-06,2026-04-08,11,2,N,label-line-3,tight,supply_and_production_break
PRD-00393,SHP-202604-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,32857,2026-03-19,2026-04-02,2026-04-08,14,6,N,zipper-line-4,normal,supply_and_production_break
PRD-00394,SHP-202604-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35193,2026-04-03,2026-04-19,2026-04-18,16,-1,Y,fabric-line-5,late,supply_and_production_break
PRD-00395,SHP-202604-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35193,2026-04-06,2026-04-16,2026-04-18,10,2,N,label-line-6,tight,supply_and_production_break
PRD-00396,SHP-202604-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35193,2026-03-30,2026-04-13,2026-04-18,14,5,N,zipper-line-1,tight,supply_and_production_break
PRD-00397,SHP-202604-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36646,2026-04-09,2026-04-28,2026-04-27,19,-1,Y,fabric-line-2,late,supply_and_production_break
PRD-00398,SHP-202604-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36646,2026-04-14,2026-04-24,2026-04-27,10,3,N,label-line-3,tight,supply_and_production_break
PRD-00399,SHP-202604-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36646,2026-04-11,2026-04-22,2026-04-27,11,5,N,zipper-line-4,tight,supply_and_production_break
PRD-00400,SHP-202605-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,40485,2026-04-16,2026-05-03,2026-05-07,17,4,N,fabric-line-5,tight,supply_and_production_break
PRD-00401,SHP-202605-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,40485,2026-04-23,2026-05-05,2026-05-07,12,2,N,label-line-6,tight,supply_and_production_break
PRD-00402,SHP-202605-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,40485,2026-04-19,2026-05-01,2026-05-07,12,6,N,zipper-line-1,normal,supply_and_production_break
PRD-00403,SHP-202605-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,35479,2026-04-27,2026-05-14,2026-05-15,17,1,N,fabric-line-2,tight,supply_and_production_break
PRD-00404,SHP-202605-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,35479,2026-05-02,2026-05-11,2026-05-15,9,4,N,label-line-3,tight,supply_and_production_break
PRD-00405,SHP-202605-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,35479,2026-05-05,2026-05-16,2026-05-15,11,-1,Y,zipper-line-4,late,supply_and_production_break
PRD-00406,SHP-202605-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37448,2026-05-07,2026-05-23,2026-05-23,16,0,N,fabric-line-5,tight,supply_and_production_break
PRD-00407,SHP-202605-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37448,2026-05-06,2026-05-16,2026-05-23,10,7,N,label-line-6,normal,supply_and_production_break
PRD-00408,SHP-202605-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,37448,2026-05-08,2026-05-20,2026-05-23,12,3,N,zipper-line-1,tight,supply_and_production_break
PRD-00409,SHP-202605-04,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,39083,2026-05-10,2026-05-28,2026-05-28,18,0,N,fabric-line-2,tight,supply_and_production_break
PRD-00410,SHP-202605-04,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,39083,2026-05-16,2026-05-25,2026-05-28,9,3,N,label-line-3,tight,supply_and_production_break
PRD-00411,SHP-202605-04,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,39083,2026-05-16,2026-05-28,2026-05-28,12,0,N,zipper-line-4,tight,supply_and_production_break
PRD-00412,SHP-202606-01,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,44045,2026-05-19,2026-06-06,2026-06-08,18,2,N,fabric-line-5,tight,supply_and_production_break
PRD-00413,SHP-202606-01,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,44045,2026-05-26,2026-06-05,2026-06-08,10,3,N,label-line-6,tight,supply_and_production_break
PRD-00414,SHP-202606-01,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,44045,2026-05-22,2026-06-05,2026-06-08,14,3,N,zipper-line-1,tight,supply_and_production_break
PRD-00415,SHP-202606-02,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,35166,2026-05-29,2026-06-15,2026-06-18,17,3,N,fabric-line-2,tight,supply_and_production_break
PRD-00416,SHP-202606-02,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,35166,2026-06-06,2026-06-16,2026-06-18,10,2,N,label-line-3,tight,supply_and_production_break
PRD-00417,SHP-202606-02,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,35166,2026-06-03,2026-06-17,2026-06-18,14,1,N,zipper-line-4,tight,supply_and_production_break
PRD-00418,SHP-202606-03,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,33338,2026-06-10,2026-06-28,2026-06-27,18,-1,Y,fabric-line-5,late,supply_and_production_break
PRD-00419,SHP-202606-03,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,33338,2026-06-13,2026-06-23,2026-06-27,10,4,N,label-line-6,tight,supply_and_production_break
PRD-00420,SHP-202606-03,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,33338,2026-06-14,2026-06-25,2026-06-27,11,2,N,zipper-line-1,tight,supply_and_production_break
